"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0229862591363488,3,138,5.92158385093168,"Path:hsa04915 Estrogen signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04915 "," AKT1  MAP2K2  NCOA3"
0.0267827537243828,2,54,10.0886243386243,"Path:hsa03460 Fanconi anemia pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa03460 "," FANCD2  PMS2"
0.0284539658429373,2,56,9.72831632653061,"Path:hsa04340 Hedgehog signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04340 "," GSK3B  CCND2"
0.0318784682348787,2,60,9.0797619047619,"Path:hsa04730 Long-term depression","http://www.genome.jp/kegg-bin/show_pathway?hsa04730 "," IGF1  MAP2K2"
0.0318784682348787,2,60,9.0797619047619,"Path:hsa05416 Viral myocarditis","http://www.genome.jp/kegg-bin/show_pathway?hsa05416 "," LAMA2  CASP8"
0.0346496748352768,2,63,8.64739229024943,"Path:hsa00310 Lysine degradation","http://www.genome.jp/kegg-bin/show_pathway?hsa00310 "," KMT2C  SETD1A"
0.0354023920588702,2,64,8.51227678571428,"Path:hsa04929 GnRH secretion","http://www.genome.jp/kegg-bin/show_pathway?hsa04929 "," AKT1  MAP2K2"
0.0403979990560385,2,69,7.89544513457557,"Path:hsa04920 Adipocytokine signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04920 "," AKT1  JAK2"
0.0411670089511757,2,70,7.78265306122449,"Path:hsa04622 RIG-I-like receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04622 "," MAPK14  CASP8"
0.0484381861709603,3,189,4.32369614512472,"Path:hsa04613 Neutrophil extracellular trap formation","http://www.genome.jp/kegg-bin/show_pathway?hsa04613 "," MAPK14  AKT1  MAP2K2"
0.0641528201802085,2,90,6.0531746031746,"Path:hsa05410 Hypertrophic cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05410 "," IGF1  LAMA2"
0.0675321967146022,2,93,5.857910906298,"Path:hsa04912 GnRH signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04912 "," MAPK14  MAP2K2"
0.0698698212877133,3,221,3.69764059469942,"Path:hsa04024 cAMP signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04024 "," AKT1  AFDN  MAP2K2"
0.0704151683718183,2,96,5.67485119047619,"Path:hsa05414 Dilated cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05414 "," IGF1  LAMA2"
0.0711989114856802,2,97,5.61634756995582,"Path:hsa04666 Fc gamma R-mediated phagocytosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04666 "," AKT1  RPS6KB2"
0.071979914282562,2,98,5.55903790087464,"Path:hsa04750 Inflammatory mediator regulation of TRP channels","http://www.genome.jp/kegg-bin/show_pathway?hsa04750 "," MAPK14  IGF1"
0.0767201478201042,2,102,5.34103641456583,"Path:hsa05146 Amoebiasis","http://www.genome.jp/kegg-bin/show_pathway?hsa05146 "," LAMA2  LAMB3"
0.0815239656689893,2,106,5.13948787061995,"Path:hsa04922 Glucagon signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04922 "," SIK1  AKT1"
0.0846212971055552,1,17,16.0231092436975,"Path:hsa00120 Primary bile acid biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa00120 "," AKR1C4"
0.0899042925386051,2,113,4.82111251580278,"Path:hsa04725 Cholinergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04725 "," AKT1  JAK2"
0.0906502896370804,2,114,4.77882205513784,"Path:hsa04670 Leukocyte transendothelial migration","http://www.genome.jp/kegg-bin/show_pathway?hsa04670 "," MAPK14  AFDN"
0.10413340449114,2,124,4.3934331797235,"Path:hsa04611 Platelet activation","http://www.genome.jp/kegg-bin/show_pathway?hsa04611 "," MAPK14  AKT1"
0.107529841428794,3,273,2.99332810047096,"Path:hsa05020 Prion disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05020 "," TUBB4B  MAPK14  GSK3B"
0.109327849289188,1,23,11.8431677018634,"Path:hsa03430 Mismatch repair","http://www.genome.jp/kegg-bin/show_pathway?hsa03430 "," PMS2"
0.110585714849392,2,130,4.19065934065934,"Path:hsa04650 Natural killer cell mediated cytotoxicity","http://www.genome.jp/kegg-bin/show_pathway?hsa04650 "," FAS  MAP2K2"
0.112316982429497,1,24,11.3497023809524,"Path:hsa04977 Vitamin digestion and absorption","http://www.genome.jp/kegg-bin/show_pathway?hsa04977 "," SLC19A1"
0.120416939040529,1,26,10.4766483516484,"Path:hsa00790 Folate biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa00790 "," AKR1C3"
0.123125719675782,3,294,2.77951895043732,"Path:hsa04060 Cytokine-cytokine receptor interaction","http://www.genome.jp/kegg-bin/show_pathway?hsa04060 "," FAS  BMP6  TGFBR2"
0.12498342797877,2,142,3.83651911468813,"Path:hsa05017 Spinocerebellar ataxia","http://www.genome.jp/kegg-bin/show_pathway?hsa05017 "," RBPJL  AKT1"
0.13455707206521,2,149,3.65627996164909,"Path:hsa04261 Adrenergic signaling in cardiomyocytes","http://www.genome.jp/kegg-bin/show_pathway?hsa04261 "," MAPK14  AKT1"
0.142741133463222,1,32,8.51227678571428,"Path:hsa04136 Autophagy-other","http://www.genome.jp/kegg-bin/show_pathway?hsa04136 "," RPTOR"
0.158637393769164,2,166,3.28184165232358,"Path:hsa04022 cGMP-PKG signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04022 "," AKT1  MAP2K2"
0.160394738457101,1,37,7.36196911196911,"Path:hsa04960 Aldosterone-regulated sodium reabsorption","http://www.genome.jp/kegg-bin/show_pathway?hsa04960 "," IGF1"
0.160394738457101,1,37,7.36196911196911,"Path:hsa05143 African trypanosomiasis","http://www.genome.jp/kegg-bin/show_pathway?hsa05143 "," FAS"
0.163376272750853,1,38,7.16823308270677,"Path:hsa05330 Allograft rejection","http://www.genome.jp/kegg-bin/show_pathway?hsa05330 "," FAS"
0.174213977979273,1,41,6.64372822299651,"Path:hsa03440 Homologous recombination","http://www.genome.jp/kegg-bin/show_pathway?hsa03440 "," BARD1"
0.177012190071008,1,42,6.48554421768707,"Path:hsa05332 Graft-versus-host disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05332 "," FAS"
0.179760869968516,1,43,6.33471760797342,"Path:hsa04940 Type I diabetes mellitus","http://www.genome.jp/kegg-bin/show_pathway?hsa04940 "," FAS"
0.182742611231962,3,364,2.24499607535322,"Path:hsa05014 Amyotrophic lateral sclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05014 "," TUBB4B  MAPK14  BCL2L1"
0.185113548058422,1,45,6.0531746031746,"Path:hsa02010 ABC transporters","http://www.genome.jp/kegg-bin/show_pathway?hsa02010 "," ABCB1"
0.191461459456779,1,47,5.79559270516717,"Path:hsa04973 Carbohydrate digestion and absorption","http://www.genome.jp/kegg-bin/show_pathway?hsa04973 "," AKT1"
